District,School,Grade,Year,Value
ALBUQUERQUE,LOWELL ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MADISON MIDDLE,B,2017-2018,4
ALBUQUERQUE,MANZANO HIGH,C,2017-2018,3
ALBUQUERQUE,MANZANO MESA ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,MARIE M HUGHES ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,MARK TWAIN ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MARYANN BINFORD ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MATHESON PARK ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,MC COLLUM ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MC KINLEY MIDDLE,D,2017-2018,2
ALBUQUERQUE,MISSION AVENUE ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,MITCHELL ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MONTE VISTA ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,MONTESSORI OF THE RIO GRANDE,B,2017-2018,4
ALBUQUERQUE,MONTEZUMA ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,MOUNTAIN MAHOGANY COMMUNITY SCHOOL,F,2017-2018,1
ALBUQUERQUE,MOUNTAIN VIEW ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,NATIVE AMERICAN COMM ACADEMY,C,2017-2018,3
ALBUQUERQUE,NAVAJO ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,NEW FUTURES SCHOOL,C,2017-2018,3
ALBUQUERQUE,NEW MEXICO INTERNATIONAL SCHOOL,B,2017-2018,4
ALBUQUERQUE,NEX GEN ACADEMY,A,2017-2018,5
ALBUQUERQUE,NORTH STAR ELEMENTARY,A,2017-2018,5
ALBUQUERQUE,NUESTROS VALORES CHARTER,D,2017-2018,2
ALBUQUERQUE,ONATE ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,OSUNA ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,PAINTED SKY ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,PAJARITO ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,PETROGLYPH ELEMENTARY,C,2017-2018,3
ALBUQUERQUE,POLK MIDDLE,F,2017-2018,1
ALBUQUERQUE,PUBLIC ACADEMY FOR PERFORMING ARTS,A,2017-2018,5
ALBUQUERQUE,REGINALD CHAVEZ ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,RIO GRANDE HIGH,C,2017-2018,3
ALBUQUERQUE,ROBERT F. KENNEDY CHARTER,F,2017-2018,1
ALBUQUERQUE,ROOSEVELT MIDDLE,A,2017-2018,5
ALBUQUERQUE,RUDOLFO ANAYA ELEMENTARY,C,2017-2018,3
ALBUQUERQUE,S. Y. JACKSON ELEMENTARY,A,2017-2018,5
ALBUQUERQUE,SAN ANTONITO ELEMENTARY,C,2017-2018,3
ALBUQUERQUE,SANDIA BASE ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,SANDIA HIGH,B,2017-2018,4
ALBUQUERQUE,SCHOOL ON WHEELS,D,2017-2018,2
ALBUQUERQUE,SEVEN-BAR ELEMENTARY,C,2017-2018,3
ALBUQUERQUE,SIEMBRA LEADERSHIP HIGH SCHOOL,F,2017-2018,1
ALBUQUERQUE,SIERRA VISTA ELEMENTARY,C,2017-2018,3
ALBUQUERQUE,SOMBRA DEL MONTE ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,SOUTH VALLEY ACADEMY,C,2017-2018,3
ALBUQUERQUE,SUNSET VIEW ELEMENTARY,A,2017-2018,5
ALBUQUERQUE,SUSIE R. MARMON ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,TAFT MIDDLE,D,2017-2018,2
ALBUQUERQUE,TAYLOR MIDDLE,C,2017-2018,3
ALBUQUERQUE,THE ALB TALENT DEVELOPMENT CHARTER,C,2017-2018,3
ALBUQUERQUE,TIERRA ANTIGUA ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,TOMASITA ELEMENTARY,B,2017-2018,4
ALBUQUERQUE,TONY HILLERMAN MIDDLE SCHOOL,B,2017-2018,4
ALBUQUERQUE,TRUMAN MIDDLE,F,2017-2018,1
ALBUQUERQUE,TWENTY-FIRST CENTURY,C,2017-2018,3
ALBUQUERQUE,VALLE VISTA ELEMENTARY,D,2017-2018,2
ALBUQUERQUE,VALLEY HIGH,D,2017-2018,2
ALBUQUERQUE,VAN BUREN MIDDLE,D,2017-2018,2
ALBUQUERQUE,VENTANA RANCH ELEMENTARY,A,2017-2018,5
ALBUQUERQUE,VOLCANO VISTA HIGH,B,2017-2018,4
ALBUQUERQUE,WASHINGTON MIDDLE,D,2017-2018,2
ALBUQUERQUE,WEST MESA HIGH,C,2017-2018,3
ALBUQUERQUE,WHERRY ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,WHITTIER ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,WILLIAM W JOSEPHINE DORN CHARTER,F,2017-2018,1
ALBUQUERQUE,WILSON MIDDLE,F,2017-2018,1
ALBUQUERQUE,ZIA ELEMENTARY,F,2017-2018,1
ALBUQUERQUE,ZUNI ELEMENTARY,F,2017-2018,1
ALBUQUERQUE ,A. MONTOYA ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ACOMA ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ADOBE ACRES ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ALAMEDA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,ALAMOSA ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ALBUQUERQUE HIGH,A,2012-2013,5
ALBUQUERQUE ,ALICE KING COMMUNITY SCHOOL,C,2012-2013,3
ALBUQUERQUE ,ALVARADO ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,APACHE ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ARMIJO ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ARROYO DEL OSO ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,ATRISCO ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,ATRISCO HERITAGE ACADEMY HS,B,2012-2013,4
ALBUQUERQUE ,BANDELIER ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,BARCELONA ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,BATAAN CHARTER SCHOOL,B,2012-2013,4
ALBUQUERQUE ,BEL-AIR ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,BELLEHAVEN ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,CAREER ENRICHMENT,NA,2012-2013,NA
ALBUQUERQUE ,CARLOS REY ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,CHAMIZA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,CHAPARRAL ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,CHELWOOD ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,CHRISTINE DUNCANS HERITAGE ACADEMY,D,2012-2013,2
ALBUQUERQUE ,CIBOLA HIGH,B,2012-2013,4
ALBUQUERQUE ,CLEVELAND MIDDLE,B,2012-2013,4
ALBUQUERQUE ,COCHITI ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,COLLET PARK ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,COMANCHE ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,CONTINUATION SCHOOL,NA,2012-2013,NA
ALBUQUERQUE ,CORONADO ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,CORRALES ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,CORRALES INTERNATIONAL,A,2012-2013,5
ALBUQUERQUE ,DEL NORTE HIGH,B,2012-2013,4
ALBUQUERQUE ,DENNIS CHAVEZ ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,DESERT RIDGE MIDDLE,B,2012-2013,4
ALBUQUERQUE ,DIGITAL ARTS AND TECHNOLOGY,B,2012-2013,4
ALBUQUERQUE ,DOLORES GONZALES ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,DOUBLE EAGLE ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,DOUGLAS MACARTHUR ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,DURANES ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,EARLY COLLEGE ACADEMY,A,2012-2013,5
ALBUQUERQUE ,EAST SAN JOSE ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,ECADEMY,NA,2012-2013,NA
ALBUQUERQUE ,EDMUND G ROSS ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,EDWARD GONZALES ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,EISENHOWER MIDDLE,B,2012-2013,4
ALBUQUERQUE ,EL CAMINO REAL ACADEMY,C,2012-2013,3
ALBUQUERQUE ,ELDORADO HIGH,A,2012-2013,5
ALBUQUERQUE ,EMERSON ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,ERNIE PYLE MIDDLE,D,2012-2013,2
ALBUQUERQUE ,EUBANK ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,EUGENE FIELD ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,FREEDOM HIGH,B,2012-2013,4
ALBUQUERQUE ,GARFIELD MIDDLE,C,2012-2013,3
ALBUQUERQUE ,GEORGIA O'KEEFFE ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,GORDON BERNELL CHARTER,C,2012-2013,3
ALBUQUERQUE ,GOV BENT ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,GRANT MIDDLE,C,2012-2013,3
ALBUQUERQUE ,GRIEGOS ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,HARRISON MIDDLE,F,2012-2013,1
ALBUQUERQUE ,HAWTHORNE ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,HAYES MIDDLE,D,2012-2013,2
ALBUQUERQUE ,HELEN CORDERO PRIMARY,D,2012-2013,2
ALBUQUERQUE ,HIGHLAND AUTISM CENTER,NA,2012-2013,NA
ALBUQUERQUE ,HIGHLAND HIGH,B,2012-2013,4
ALBUQUERQUE ,HODGIN ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,HOOVER MIDDLE,C,2012-2013,3
ALBUQUERQUE ,HUBERT H HUMPHREY ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,INEZ ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,JACKSON MIDDLE,B,2012-2013,4
ALBUQUERQUE ,JAMES MONROE MIDDLE,B,2012-2013,4
ALBUQUERQUE ,JEFFERSON MIDDLE,C,2012-2013,3
ALBUQUERQUE ,JIMMY CARTER MIDDLE,D,2012-2013,2
ALBUQUERQUE ,JOHN ADAMS MIDDLE,C,2012-2013,3
ALBUQUERQUE ,JOHN BAKER ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,KENNEDY MIDDLE,D,2012-2013,2
ALBUQUERQUE ,KIRTLAND ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,KIT CARSON ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,L.B. JOHNSON MIDDLE,B,2012-2013,4
ALBUQUERQUE ,LA ACADEMIA DE ESPERANZA,C,2012-2013,3
ALBUQUERQUE ,LA ACADEMIA DE LENGUA Y CULTURA,F,2012-2013,1
ALBUQUERQUE ,LA CUEVA HIGH,A,2012-2013,5
ALBUQUERQUE ,LA LUZ ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,LA MESA ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,LAVALAND ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,LEW WALLACE ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,LONGFELLOW ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,LOS PADILLAS ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,LOS PUENTES CHARTER,C,2012-2013,3
ALBUQUERQUE ,LOS RANCHOS ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,LOWELL ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,MADISON MIDDLE,C,2012-2013,3
ALBUQUERQUE ,MANZANO HIGH,A,2012-2013,5
ALBUQUERQUE ,MANZANO MESA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MARIE M HUGHES ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MARK TWAIN ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MARYANN BINFORD ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,MATHESON PARK ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MC COLLUM ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MC KINLEY MIDDLE,D,2012-2013,2
ALBUQUERQUE ,MISSION AVENUE ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,MITCHELL ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,MONTE VISTA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,MONTESSORI OF THE RIO GRANDE,B,2012-2013,4
ALBUQUERQUE ,MONTEZUMA ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,MOUNTAIN MAHOGANY COMMUNITY SCHOOL,B,2012-2013,4
ALBUQUERQUE ,MOUNTAIN VIEW ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,NATIVE AMERICAN COMM ACADEMY,C,2012-2013,3
ALBUQUERQUE ,NAVAJO ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,NEW FUTURES SCHOOL,B,2012-2013,4
ALBUQUERQUE ,NEX GEN ACADEMY,A,2012-2013,5
ALBUQUERQUE ,NORTH STAR ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,NUESTROS VALORES CHARTER,C,2012-2013,3
ALBUQUERQUE ,ONATE ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,OSUNA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,PAINTED SKY ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,PAJARITO ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,PETROGLYPH ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,POLK MIDDLE,C,2012-2013,3
ALBUQUERQUE ,PUBLIC ACADEMY FOR PERFORMING ARTS,A,2012-2013,5
ALBUQUERQUE ,REGINALD CHAVEZ ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,RIO GRANDE HIGH,B,2012-2013,4
ALBUQUERQUE ,ROBERT F. KENNEDY CHARTER,C,2012-2013,3
ALBUQUERQUE ,ROOSEVELT MIDDLE,B,2012-2013,4
ALBUQUERQUE ,RUDOLFO ANAYA ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,S. Y. JACKSON ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,SAN ANTONITO ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,SANDIA BASE ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,SANDIA HIGH,A,2012-2013,5
ALBUQUERQUE ,SCHOOL FOR INTEGRATE,B,2012-2013,4
ALBUQUERQUE ,SCHOOL ON WHEELS,C,2012-2013,3
ALBUQUERQUE ,SEVEN-BAR ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,SIERRA ALTERNATIVE,NA,2012-2013,NA
ALBUQUERQUE ,SIERRA VISTA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,SOMBRA DEL MONTE ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,SOUTH VALLEY ACADEMY,B,2012-2013,4
ALBUQUERQUE ,SUNSET VIEW ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,SUSIE R. MARMON ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,TAFT MIDDLE,D,2012-2013,2
ALBUQUERQUE ,TAYLOR MIDDLE,D,2012-2013,2
ALBUQUERQUE ,THE ALB TALENT DEVELOPMENT CHARTER,C,2012-2013,3
ALBUQUERQUE ,THE FAMILY SCHOOL,B,2012-2013,4
ALBUQUERQUE ,TIERRA ANTIGUA ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,TOMASITA ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,TONY HILLERMAN MIDDLE SCHOOL,B,2012-2013,4
ALBUQUERQUE ,TRUMAN MIDDLE,D,2012-2013,2
ALBUQUERQUE ,TWENTY-FIRST CENTURY,B,2012-2013,4
ALBUQUERQUE ,VALLE VISTA ELEMENTARY,C,2012-2013,3
ALBUQUERQUE ,VALLEY HIGH,B,2012-2013,4
ALBUQUERQUE ,VAN BUREN MIDDLE,C,2012-2013,3
ALBUQUERQUE ,VENTANA RANCH ELEMENTARY,D,2012-2013,2
ALBUQUERQUE ,VISION QUEST ALT MIDDLE,NA,2012-2013,NA
ALBUQUERQUE ,VOLCANO VISTA HIGH,A,2012-2013,5
ALBUQUERQUE ,WASHINGTON MIDDLE,D,2012-2013,2
ALBUQUERQUE ,WEST MESA HIGH,B,2012-2013,4
ALBUQUERQUE ,WHERRY ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,WHITTIER ELEMENTARY,F,2012-2013,1
ALBUQUERQUE ,WILSON MIDDLE,C,2012-2013,3
ALBUQUERQUE ,ZIA ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,ZUNI ELEMENTARY,B,2012-2013,4
ALBUQUERQUE ,A. MONTOYA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,ACOMA ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,ADOBE ACRES ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,ALAMEDA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,ALAMOSA ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,ALBUQUERQUE HIGH,B,2013-2014,4
ALBUQUERQUE ,ALICE KING COMMUNITY SCHOOL,A,2013-2014,5
ALBUQUERQUE ,ALVARADO ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,APACHE ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,ARMIJO ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,ARROYO DEL OSO ELEMENTARY,A,2013-2014,5
ALBUQUERQUE ,ATRISCO ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,ATRISCO HERITAGE ACADEMY HS,C,2013-2014,3
ALBUQUERQUE ,BANDELIER ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,BARCELONA ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,BATAAN CHARTER SCHOOL,B,2013-2014,4
ALBUQUERQUE ,BEL-AIR ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,BELLEHAVEN ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,CAREER ENRICHMENT,NA,2013-2014,NA
ALBUQUERQUE ,CARLOS REY ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,CHAMIZA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,CHAPARRAL ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,CHELWOOD ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,CHRISTINE DUNCANS HERITAGE ACADEMY,F,2013-2014,1
ALBUQUERQUE ,CIBOLA HIGH,A,2013-2014,5
ALBUQUERQUE ,CLEVELAND MIDDLE,C,2013-2014,3
ALBUQUERQUE ,COCHITI ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,COLLEGE AND CAREER HIGH SCHOOL,A,2013-2014,5
ALBUQUERQUE ,COLLET PARK ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,COMANCHE ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,CONTINUATION SCHOOL,NA,2013-2014,NA
ALBUQUERQUE ,CORONADO ELEMENTARY,A,2013-2014,5
ALBUQUERQUE ,CORRALES ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,CORRALES INTERNATIONAL,B,2013-2014,4
ALBUQUERQUE ,DEL NORTE HIGH,B,2013-2014,4
ALBUQUERQUE ,DENNIS CHAVEZ ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,DESERT RIDGE MIDDLE,B,2013-2014,4
ALBUQUERQUE ,DIGITAL ARTS AND TECHNOLOGY,B,2013-2014,4
ALBUQUERQUE ,DOLORES GONZALES ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,DOUBLE EAGLE ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,DOUGLAS MACARTHUR ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,DURANES ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,EARLY COLLEGE ACADEMY,A,2013-2014,5
ALBUQUERQUE ,EAST SAN JOSE ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,ECADEMY,NA,2013-2014,NA
ALBUQUERQUE ,ECADEMY VIRTUAL HIGH SCHOOL,C,2013-2014,3
ALBUQUERQUE ,EDMUND G ROSS ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,EDWARD GONZALES ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,EISENHOWER MIDDLE,B,2013-2014,4
ALBUQUERQUE ,EL CAMINO REAL ACADEMY,D,2013-2014,2
ALBUQUERQUE ,ELDORADO HIGH,A,2013-2014,5
ALBUQUERQUE ,EMERSON ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,ERNIE PYLE MIDDLE,D,2013-2014,2
ALBUQUERQUE ,EUBANK ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,EUGENE FIELD ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,FREEDOM HIGH,B,2013-2014,4
ALBUQUERQUE ,GARFIELD MIDDLE,D,2013-2014,2
ALBUQUERQUE ,GEORGIA O'KEEFFE ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,GORDON BERNELL CHARTER,D,2013-2014,2
ALBUQUERQUE ,GOV BENT ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,GRANT MIDDLE,D,2013-2014,2
ALBUQUERQUE ,GRIEGOS ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,HARRISON MIDDLE,D,2013-2014,2
ALBUQUERQUE ,HAWTHORNE ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,HAYES MIDDLE,D,2013-2014,2
ALBUQUERQUE ,HELEN CORDERO PRIMARY,D,2013-2014,2
ALBUQUERQUE ,HIGHLAND AUTISM CENTER,NA,2013-2014,NA
ALBUQUERQUE ,HIGHLAND HIGH,C,2013-2014,3
ALBUQUERQUE ,HODGIN ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,HOOVER MIDDLE,C,2013-2014,3
ALBUQUERQUE ,HUBERT H HUMPHREY ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,INEZ ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,JACKSON MIDDLE,C,2013-2014,3
ALBUQUERQUE ,JAMES MONROE MIDDLE,B,2013-2014,4
ALBUQUERQUE ,JEFFERSON MIDDLE,B,2013-2014,4
ALBUQUERQUE ,JIMMY CARTER MIDDLE,D,2013-2014,2
ALBUQUERQUE ,JOHN ADAMS MIDDLE,C,2013-2014,3
ALBUQUERQUE ,JOHN BAKER ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,KENNEDY MIDDLE,D,2013-2014,2
ALBUQUERQUE ,KIRTLAND ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,KIT CARSON ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,L.B. JOHNSON MIDDLE,C,2013-2014,3
ALBUQUERQUE ,LA ACADEMIA DE ESPERANZA,D,2013-2014,2
ALBUQUERQUE ,LA CUEVA HIGH,A,2013-2014,5
ALBUQUERQUE ,LA LUZ ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,LA MESA ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,LAVALAND ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,LEW WALLACE ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,LONGFELLOW ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,LOS PADILLAS ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,LOS PUENTES CHARTER,D,2013-2014,2
ALBUQUERQUE ,LOS RANCHOS ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,LOWELL ELEMENTARY,F,2013-2014,1
ALBUQUERQUE ,MADISON MIDDLE,B,2013-2014,4
ALBUQUERQUE ,MANZANO HIGH,B,2013-2014,4
ALBUQUERQUE ,MANZANO MESA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,MARIE M HUGHES ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,MARK TWAIN ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,MARYANN BINFORD ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,MATHESON PARK ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,MC COLLUM ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,MC KINLEY MIDDLE,F,2013-2014,1
ALBUQUERQUE ,MISSION AVENUE ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,MITCHELL ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,MONTE VISTA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,MONTESSORI OF THE RIO GRANDE,C,2013-2014,3
ALBUQUERQUE ,MONTEZUMA ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,MOUNTAIN MAHOGANY COMMUNITY SCHOOL,B,2013-2014,4
ALBUQUERQUE ,MOUNTAIN VIEW ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,NATIVE AMERICAN COMM ACADEMY,B,2013-2014,4
ALBUQUERQUE ,NAVAJO ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,NEW FUTURES SCHOOL,B,2013-2014,4
ALBUQUERQUE ,NEX GEN ACADEMY,A,2013-2014,5
ALBUQUERQUE ,NORTH STAR ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,NUESTROS VALORES CHARTER,D,2013-2014,2
ALBUQUERQUE ,ONATE ELEMENTARY,A,2013-2014,5
ALBUQUERQUE ,OSUNA ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,PAINTED SKY ELEMENTARY,C,2013-2014,3
ALBUQUERQUE ,PAJARITO ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,PETROGLYPH ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,POLK MIDDLE,D,2013-2014,2
ALBUQUERQUE ,PUBLIC ACADEMY FOR PERFORMING ARTS,A,2013-2014,5
ALBUQUERQUE ,REGINALD CHAVEZ ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,RIO GRANDE HIGH,C,2013-2014,3
ALBUQUERQUE ,ROBERT F. KENNEDY CHARTER,D,2013-2014,2
ALBUQUERQUE ,ROOSEVELT MIDDLE,B,2013-2014,4
ALBUQUERQUE ,RUDOLFO ANAYA ELEMENTARY,D,2013-2014,2
ALBUQUERQUE ,S. Y. JACKSON ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,SAN ANTONITO ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,SANDIA BASE ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,SANDIA HIGH,A,2013-2014,5
ALBUQUERQUE ,SCHOOL FOR INTEGRATE,C,2013-2014,3
ALBUQUERQUE ,SCHOOL ON WHEELS,C,2013-2014,3
ALBUQUERQUE ,SEVEN-BAR ELEMENTARY,B,2013-2014,4
ALBUQUERQUE ,SIERRA ALTERNATIVE,NA,2013-2014,NA
ALBUQUERQUE ,SIERRA VISTA ELEMENTARY,C,2013-2014,3
